price,bedroom,bathroom,area(sqft),country,city,address,purpose,furnishing,completion_status,handover,project_name,propert_type
"3,100,000",3 beds,4 baths,"2,001 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Ready,Q2 2025,Ciel,Townhouse
"738,000",Studio,1 bath,378 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Sale,Unfurnished,Off-Plan,Q4 2027,Oasiz 1 by Danube,Apartment
"2,000,000",2 beds,3 baths,"1,370 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q1 2026,ZaZEN Ivy,Apartment
"1,050,000",Studio,1 bath,460 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q1 2025,Palazzo Versace,Apartment
"1,969,499",1 bed,1 bath,781 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q2 2026,One by Binghatti,Apartment
"2,500,000",2 beds,3 baths,"1,300 sqft", UAE, Dubai, Barsha Heights (Tecom),Sale,Furnished,Ready,Q4 2025,Madison Residency,Apartment
"1,800,000",1 bed,1 bath,644 sqft, UAE, Dubai, Dubai Creek Harbour,Sale,Unfurnished,Ready,Q4 2026,Creek Palace,Apartment
"2,199,000",1 bed,2 baths,"1,011 sqft", UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q4 2024,Golf Gate 2,Apartment
"4,287,088",2 beds,3 baths,"1,663 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2026,Armani Beach Residences,Apartment
"1,487,499",1 bed,2 baths,792 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q1 2026,Binghatti Grove,Apartment
"3,900,000",4 beds,5 baths,"3,442 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Off-Plan,Q1 2027,Rivana,Villa
"39,653,686",6 beds,8 baths,"10,435 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q3 2029,Al Habtoor City,Penthouse
"49,500,000",6 beds,8 baths,"18,406 sqft", UAE, Dubai, Jumeirah Golf Estates,Sale,Furnished,Ready,Q4 2025,Hillside,Villa
"929,000",1 bed,1 bath,"1,182 sqft", UAE, Dubai, Remraam,Sale,Unfurnished,Ready,Q4 2027,Lagoon Views 13,Apartment
"800,000",1 bed,1 bath,542 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Unfurnished,Off-Plan,Q2 2026,Wind Tower I,Apartment
"1,999,000",2 beds,2 baths,"1,068 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Ready,Q4 2024,JVC District 14,Apartment
"2,950,000",2 beds,3 baths,"1,430 sqft", UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"2,450,000",2 beds,2 baths,"1,305 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2025,Jebel Ali Village,Apartment
"7,200,000",4 beds,4 baths,"2,410 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Off-Plan,Q4 2026,Marina Shores,Apartment
"3,200,000",1 bed,2 baths,801 sqft, UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q4 2026,SLS Dubai Hotel & Residences,Apartment
"1,364,948",2 beds,3 baths,"1,128 sqft", UAE, Dubai, Majan,Sale,Unfurnished,Off-Plan,Q4 2026,The Haven II Residences,Apartment
"1,550,000",2 beds,2 baths,"1,091 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q1 2025,Samana Waves,Apartment
"1,690,000",2 beds,3 baths,"1,112 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q2 2025,Ciel,Apartment
"830,000",1 bed,2 baths,675 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Ready,Q2 2025,Kempinski Central Avenue Dubai,Apartment
"1,750,000",1 bed,1 bath,"1,015 sqft", UAE, Dubai, DIFC,Sale,Unfurnished,Ready,Q4 2025,Verdana 2,Apartment
"2,000,000",2 beds,3 baths,"1,626 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2027,The Cosmopolitan (Damac Maison),Apartment
"1,390,000",1 bed,1 bath,551 sqft, UAE, Dubai, Ras Al Khor,Sale,Unfurnished,Off-Plan,Q4 2026,Sobha One Tower D,Apartment
"1,430,000",3 beds,3 baths,"1,868 sqft", UAE, Dubai, Liwan,Sale,Unfurnished,Ready,Q4 2027,360 Riverside Crescent,Apartment
"2,040,173",3 beds,4 baths,"1,519 sqft", UAE, Dubai, Arjan,Sale,Unfurnished,Off-Plan,Q1 2025,48 Parkside,Apartment
"3,400,000",3 beds,4 baths,"1,914 sqft", UAE, Dubai, Mudon,Sale,Unfurnished,Off-Plan,Q1 2026,Lagoon Views 11,Villa
"700,000",1 bed,2 baths,684 sqft, UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Ready,Q3 2026,Brand Centro,Apartment
"1,890,000",3 beds,4 baths,"2,010 sqft", UAE, Dubai, Dubailand,Sale,Furnished,Off-Plan,Q4 2027,Taormina Village 1,Townhouse
"1,060,939",1 bed,1 bath,773 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Off-Plan,Q4 2025,Viera Residences,Apartment
"7,490,000",5 beds,5 baths,"6,458 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Ready,Q4 2024,Al Furjan West,Villa
"2,600,000",2 beds,4 baths,"1,867 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q2 2027,ELO 3,Apartment
"3,500,000",4 beds,4 baths,"2,772 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Ready,Q4 2028,Nara,Villa
"3,550,000",4 beds,5 baths,"2,848 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Off-Plan,Q4 2025,Orania,Townhouse
"12,650,000",6 beds,7 baths,"6,006 sqft", UAE, Dubai, Arabian Ranches 2,Sale,Unfurnished,Ready,Q4 2027,Yasmin,Villa
"558,000",1 bed,1 bath,743 sqft, UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q4 2025,Verdana Residence,Apartment
"5,903,000",2 beds,3 baths,"1,534 sqft", UAE, Dubai, Dubai Harbour,Sale,Unfurnished,Off-Plan,Q4 2027,W Residences Dubai Harbour,Apartment
"3,200,000",1 bed,2 baths,801 sqft, UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q1 2025,Palazzo Versace,Apartment
"3,100,000",3 beds,3 baths,"1,611 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Ready,Q4 2029,Bayz 102 by Danube,Apartment
"1,650,000",2 beds,3 baths,"1,140 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q4 2024,Binghatti Tulip,Apartment
"600,000",1 bed,1 bath,478 sqft, UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q2 2027,The Cosmopolitan (Damac Maison),Apartment
"4,550,000",3 beds,4 baths,"2,562 sqft", UAE, Dubai, Jebel Ali,Sale,Unfurnished,Off-Plan,Q4 2025,Jebel Ali Village,Townhouse
"919,900",1 bed,2 baths,637 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Ready,Q4 2024,Dawn by Binghatti,Apartment
"3,800,000",3 beds,4 baths,"3,362 sqft", UAE, Dubai, Mudon,Sale,Furnished,Ready,Q3 2026,Farishta Azizi,Townhouse
"1,270,000",1 bed,2 baths,780 sqft, UAE, Dubai, Arjan,Sale,Furnished,Ready,Q2 2027,Beverly Boulevard,Apartment
"1,788,800",2 beds,2 baths,"1,224 sqft", UAE, Dubai, Al Furjan,Sale,Furnished,Off-Plan,Q4 2026,Pristine by Zoya,Apartment
"880,000",Studio,1 bath,461 sqft, UAE, Dubai, Majan,Sale,Unfurnished,Off-Plan,Q2 2027,Samana Barari Views,Apartment
"9,950,000",5 beds,6 baths,"3,920 sqft", UAE, Dubai, Dubai Marina,Sale,Furnished,Ready,Q4 2028,Botanica Tower,Penthouse
"2,844,000",2 beds,3 baths,"1,303 sqft", UAE, Dubai, Dubai Islands,Sale,Unfurnished,Off-Plan,Q2 2028,Bay Grove Residences C Building 8,Apartment
"2,300,000",3 beds,4 baths,"1,511 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Ready,Q4 2026,FIVE Luxe,Villa
"7,400,000",4 beds,6 baths,"4,500 sqft", UAE, Dubai, Mohammed Bin Rashid City,Sale,Unfurnished,Off-Plan,Q4 2027,Binghatti Ivory,Townhouse
"3,500,000",3 beds,3 baths,"2,556 sqft", UAE, Dubai, Reem,Sale,Unfurnished,Ready,Q3 2027,Joy,Townhouse
"3,450,000",5 beds,6 baths,"3,345 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q3 2025,Santorini,Townhouse
"1,449,000",1 bed,2 baths,795 sqft, UAE, Dubai, Mohammed Bin Rashid City,Sale,Furnished,Ready,Q1 2029,Tiger Sky Tower,Apartment
"4,287,088",2 beds,3 baths,"1,663 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2024,Dusk by Binghatti,Apartment
"1,050,000",1 bed,2 baths,689 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Sale,Furnished,Ready,Q4 2025,Verdana,Apartment
"4,730,000",3 beds,4 baths,"1,592 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Furnished,Off-Plan,Q1 2028,Club Drive Tower A,Apartment
"850,000",1 bed,1 bath,490 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q4 2024,Binghatti Tulip,Apartment
"5,100,000",4 beds,5 baths,"4,218 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2025,Golf Views Seven City,Townhouse
"4,550,000",2 beds,2 baths,"1,252 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q4 2027,Palm Jebel Ali - Frond C,Apartment
"1,600,000",2 beds,3 baths,759 sqft, UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q4 2026,Beverly Boulevard,Apartment
"449,999",1 bed,1 bath,296 sqft, UAE, Dubai,Barsha Heights (Tecom),Sale,Furnished,Ready,Q2 2025,Topaz Avenue,Apartment
"1,100,000",Studio,1 bath,420 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Furnished,Off-Plan,Q2 2026,Viewz 1 By Danube ,Apartment
"2,600,000",2 beds,2 baths,"1,115 sqft", UAE, Dubai, Dubai Creek Harbour,Sale,Unfurnished,Ready,Q4 2026,Binghatti Skyrise Tower C,Apartment
"2,950,000",3 beds,4 baths,"1,982 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Off-Plan,Q1 2026,Binghatti Gateway,Townhouse
"57,500,000",4 beds,5 baths,"7,191 sqft", UAE, Dubai, Palm Jumeirah,Sale,Furnished,Off-Plan,Q4 2026,Armani Beach Residences,Apartment
"2,849,000",3 beds,4 baths,"2,816 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Ready,Q4 2026,Park Views Residences Tower A,Townhouse
"880,000",2 beds,4 baths,"1,539 sqft", UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Ready,Q3 2028,Orise by Beyond,Apartment
"1,400,000",1 bed,2 baths,918 sqft, UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q3 2026,Ocean Heights,Apartment
"1,526,730",1 bed,1 bath,885 sqft, UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q4 2027,Avenue Residence 7,Apartment
"500,000",Studio,1 bath,434 sqft, UAE, Dubai, Dubai Sports City,Sale,Furnished,Ready,Q4 2026,Continental Tower,Apartment
"2,050,000",2 beds,2 baths,"1,425 sqft", UAE, Dubai, Living Legends,Sale,Unfurnished,Ready,Q1 2026,Maya Townhouses,Townhouse
"1,825,197",2 beds,3 baths,"1,185 sqft", UAE, Dubai, Arjan,Sale,Furnished,Off-Plan,Q2 2026,Marquis Insignia,Apartment
"1,350,000",1 bed,2 baths,684 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Unfurnished,Ready,Q1 2027,Treppan Tower,Apartment
"4,000,000",2 beds,3 baths,"1,777 sqft", UAE, Dubai, Dubai Marina,Sale,Furnished,Ready,Q3 2025,Marina Residence,Apartment
"2,199,000",1 bed,2 baths,"1,011 sqft", UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q4 2024,Golf Gate 2,Apartment
"9,000,000",4 beds,5 baths,"5,619 sqft", UAE, Dubai, Jumeirah Park,Sale,Furnished,Ready,Q4 2027,Legacy,Villa
"7,299,999",3 beds,3 baths,"1,939 sqft", UAE, Dubai, Downtown Dubai,Sale,Unfurnished,Ready,Q4 2026,SLS Dubai Hotel & Residences,Apartment
"1,620,476",2 beds,3 baths,"1,246 sqft", UAE, Dubai, Dubai Land Residence Complex,Sale,Unfurnished,Off-Plan,Q3 2028,Peace Lagoons by Peace Homes,Apartment
"700,000",1 bed,2 baths,799 sqft, UAE, Dubai, Discovery Gardens,Sale,Unfurnished,Ready,Q1 2025,V Tower,Apartment
"3,285,000",5 beds,6 baths,"2,364 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q3 2025,Nice,Townhouse
"14,500,000",4 beds,4 baths,"4,170 sqft", UAE, Dubai, The Meadows,Sale,Unfurnished,Ready,Q2 2028,The Meadows 5,Villa
"650,000",1 bed,2 baths,650 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Sale,Furnished,Ready,Q3 2026,Al Falak Residence,Apartment
"2,500,000",1 bed,2 baths,"1,100 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2026,SLS Dubai Hotel & Residences,Apartment
"3,815,777",3 beds,4 baths,"1,525 sqft", UAE, Dubai, Bur Dubai,Sale,Unfurnished,Off-Plan,Q4 2028,Avenue Park Tower A,Apartment
"2,550,000",2 beds,2 baths,"1,264 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2026,Canal Bay,Apartment
"8,677,000",4 beds,5 baths,"3,317 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Off-Plan,Q2 2028,Six Senses Residences Dubai Marina,Apartment
"1,294,106",1 bed,2 baths,889 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q2 2026,Ozone1 Residence,Apartment
"1,882,000",2 beds,2 baths,"1,152 sqft", UAE, Dubai, Dubai Silicon Oasis (DSO),Sale,Unfurnished,Off-Plan,Q3 2025,Altia One,Apartment
"1,740,000",1 bed,2 baths,788 sqft, UAE, Dubai, Mohammed Bin Rashid City,Sale,Unfurnished,Ready,Q3 2027,Parkside Views,Apartment
"1,330,000",1 bed,2 baths,826 sqft, UAE, Dubai, Al Sufouh,Sale,Unfurnished,Ready,Q4 2025,Aseel,Apartment
"7,499,900",2 beds,3 baths,"1,800 sqft", UAE, Dubai, Za'abeel,Sale,Unfurnished,Ready,Q2 2025,Peninsula Three,Apartment
"25,999,999",6 beds,7 baths,"10,000 sqft", UAE, Dubai, Al Barsha,Sale,Furnished,Ready,Q1 2027,Al Barsha 2,Villa
"1,293,000",2 beds,2 baths,"1,084 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Off-Plan,Q2 2027,ELO 3,Apartment
"8,000,000",2 beds,3 baths,"1,510 sqft", UAE, Dubai, Bluewaters Island,Sale,Furnished,Ready,Q2 2027,ELM at Park Five,Apartment
"10,000,000",5 beds,6 baths,"4,477 sqft", UAE, Dubai, Tilal Al Ghaf,Sale,Unfurnished,Ready,Q3 2026,Alaya,Villa
"2,950,000",2 beds,3 baths,"1,447 sqft", UAE, Dubai, Jumeirah Beach Residence (JBR),Sale,Unfurnished,Ready,Q1 2025,48 Parkside,Apartment
"1,300,000",2 beds,2 baths,"1,598 sqft", UAE, Dubai, Remraam,Sale,Unfurnished,Ready,Q3 2026,Park Views Residences Tower A,Apartment
"1,300,000",2 beds,2 baths,"1,215 sqft", UAE, Dubai, Barsha Heights (Tecom),Sale,Furnished,Ready,Q4 2026,Al Fahad Tower 2,Apartment
"1,300,000",1 bed,1 bath,618 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q4 2026,The EDGE Tower A,Apartment
"7,250,000",4 beds,5 baths,"8,592 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Off-Plan,Q3 2026,Farm Gardens,Villa
"1,411,000",2 beds,3 baths,"1,031 sqft", UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q2 2028,Marine 3,Apartment
"530,000",Studio,1 bath,449 sqft, UAE, Dubai, Dubai South,Sale,Furnished,Ready,Q1 2025,Green Community West,Apartment
"1,740,000",2 beds,3 baths,"1,333 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q4 2024,Binghatti Azure,Apartment
"800,046",Studio,1 bath,481 sqft, UAE, Dubai, Al Jaddaf,Sale,Unfurnished,Off-Plan,Q4 2025,Binghatti Ivory,Apartment
"16,900,000",6 beds,6 baths,"6,326 sqft", UAE, Dubai, Arabian Ranches,Sale,Unfurnished,Ready,Q1 2027,Savannah,Villa
"7,800,000",4 beds,6 baths,"6,077 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Ready,Q1 2027,Murooj Al Furjan,Villa
"980,000",1 bed,1 bath,654 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q3 2028,Address Bayview Tower 2,Apartment
"3,750,000",2 beds,3 baths,"1,712 sqft", UAE, Dubai, Al Sufouh,Sale,Unfurnished,Off-Plan,Q1 2025,Fairmont Dubai Skyline,Apartment
"749,777",Studio,1 bath,432 sqft, UAE, Dubai, Liwan,Sale,Unfurnished,Off-Plan,Q2 2028,Empire Lake Views,Apartment
"2,900,000",3 beds,3 baths,"2,216 sqft", UAE, Dubai, Mudon,Sale,Unfurnished,Off-Plan,Q4 2025,Oasiz 1 by Danube,Villa
"2,800,000",1 bed,2 baths,"1,145 sqft", UAE, Dubai, Palm Jumeirah,Sale,Unfurnished,Ready,Q2 2026,Creek Vistas Heights Tower A,Apartment
"635,000",Studio,1 bath,388 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2027,360 Riverside Crescent,Apartment
"980,000",1 bed,2 baths,893 sqft, UAE, Dubai, Al Furjan,Sale,Furnished,Ready,Q4 2026,Azizi Roy Mediterranean,Apartment
"698,000",Studio,1 bath,468 sqft, UAE, Dubai, Majan,Sale,Furnished,Off-Plan,Q2 2027,Forest City Tower,Apartment
"33,460,000",6 beds,6 baths,"11,319 sqft", UAE, Dubai, Tilal Al Ghaf,Sale,Unfurnished,Off-Plan,Q4 2026,Serenity Mansions,Villa
"635,000",Studio,1 bath,625 sqft, UAE, Dubai, International City,Sale,Unfurnished,Off-Plan,Q4 2025,Petalz By Danube,Apartment
"1,275,000",1 bed,2 baths,900 sqft, UAE, Dubai, Dubai Science Park,Sale,Unfurnished,Off-Plan,Q1 2026,Binghatti Hillviews,Apartment
"1,430,000",3 beds,3 baths,"1,868 sqft", UAE, Dubai, Liwan,Sale,Unfurnished,Ready,Q4 2027,360 Riverside Crescent,Apartment
"35,921,300",5 beds,7 baths,"9,453 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q3 2029,Al Habtoor City,Penthouse
"1,980,000",2 beds,3 baths,991 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q2 2027,Merano Tower,Apartment
"760,437",Studio,1 bath,406 sqft, UAE, Dubai, Dubai Land Residence Complex,Sale,Unfurnished,Off-Plan,Q3 2028,Peace Lagoons by Peace Homes,Apartment
"622,592",Studio,1 bath,433 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Off-Plan,Q2 2027,ELM at Park Five,Apartment
"1,050,000",1 bed,2 baths,722 sqft, UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q4 2026,Manchester Tower,Apartment
"595,000",Studio,1 bath,342 sqft, UAE, Dubai, Al Furjan,Sale,Unfurnished,Ready,Q4 2028,FIVE Luxe,Apartment
"1,400,000",Studio,1 bath,470 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q1 2026,UPSIDE,Apartment
"1,200,000",1 bed,1 bath,485 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q1 2026,Vera Residences,Apartment
"1,050,000",Studio,1 bath,427 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q1 2029,Tiger Sky Tower,Apartment
"1,695,888",1 bed,1 bath,804 sqft, UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Off-Plan,Q1 2029,Vida Residences Club Point,Apartment
"635,000",Studio,1 bath,625 sqft, UAE, Dubai, International City,Sale,Unfurnished,Off-Plan,Q4 2025,Petalz By Danube,Apartment
"1,567,665",1 bed,2 baths,697 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,310 Riverside Crescent,Apartment
"3,650,000",2 beds,2 baths,"1,111 sqft", UAE, Dubai,Dubai Creek Harbour,Sale,Unfurnished,Off-Plan,Q1 2029,Address Residences,Apartment
"5,100,000",4 beds,5 baths,"4,218 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2025,Golf Views Seven City,Townhouse
"3,999,999",5 beds,6 baths,"2,363 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q4 2025,Ibiza,Townhouse
"2,900,000",3 beds,4 baths,"2,557 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q4 2027,25H Heimat,Villa
"4,900,000",3 beds,3 baths,"2,292 sqft", UAE, Dubai, Arabian Ranches,Sale,Unfurnished,Ready,Q3 2027,Onda by Kasco,Villa
"1,000,000",1 bed,2 baths,921 sqft, UAE, Dubai, Majan,Sale,Furnished,Ready,Q2 2027,The 50,Apartment
"4,250,000",1 bed,2 baths,"1,034 sqft", UAE, Dubai, DIFC,Sale,Unfurnished,Off-Plan,Q3 2026,DIFC Living,Apartment
"9,950,000",5 beds,6 baths,"3,920 sqft", UAE, Dubai, Dubai Marina,Sale,Furnished,Ready,Q4 2024,Botanica Tower,Penthouse
"2,500,000",2 beds,3 baths,"1,300 sqft", UAE, Dubai, Barsha Heights (Tecom),Sale,Furnished,Ready,Q4 2025,Madison Residency,Apartment
"1,290,000",1 bed,2 baths,698 sqft, UAE, Dubai, Majan,Sale,Furnished,Off-Plan,Q2 2027,Forest City Tower,Apartment
"999,900",Studio,1 bath,350 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q3 2027,The First Collection Business Bay,Apartment
"7,000,000",4 beds,6 baths,"4,030 sqft", UAE, Dubai, Expo City,Sale,Unfurnished,Off-Plan,Q1 2026,K1 Building,Villa
"1,450,000",Studio,1 bath,405 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube,Apartment
"2,900,000",1 bed,2 baths,736 sqft, UAE, Dubai, Dubai Creek Harbour,Sale,Furnished,Ready,Q2 2027,Merano Tower,Apartment
"620,000",Studio,1 bath,423 sqft, UAE, Dubai, Arjan,Sale,Furnished,Ready,Q4 2029,Jewelz by Danube,Apartment
"1,835,000",3 beds,4 baths,"1,882 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Ready,Q4 2026,Primrose,Villa
"1,627,760",1 bed,2 baths,725 sqft, UAE, Dubai, Ras Al Khor,Sale,Unfurnished,Off-Plan,Q4 2026,Sobha One Tower A,Apartment
"1,998,000",3 beds,4 baths,"1,555 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q3 2027,Legado by Prescott,Apartment
"765,000",Studio,1 bath,493 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Ready,Q1 2028,Volta,Apartment
"2,400,000",Studio,1 bath,557 sqft, UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q4 2025,Kempinski The Boulevard,Apartment
"1,197,570",1 bed,2 baths,737 sqft, UAE, Dubai, Al Jaddaf,Sale,Unfurnished,Off-Plan,Q1 2026,Binghatti Hillviews,Apartment
"3,833,000",5 beds,6 baths,"3,324 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Off-Plan,Q1 2028,DAMAC Sun City,Townhouse
"879,999",1 bed,2 baths,620 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Ready,Q4 2026,Red Square Tower 1,Apartment
"890,000",2 beds,2 baths,805 sqft, UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Off-Plan,Q4 2026,ELO,Apartment
"4,500,000",3 beds,4 baths,"2,744 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Ready,Q2 2026,Creek Vistas Grande,Townhouse
"550,000",Studio,1 bath,495 sqft, UAE, Dubai, Discovery Gardens,Sale,Furnished,Ready,Q4 2025,Warsan Village,Apartment
"6,000,000",3 beds,4 baths,"2,239 sqft", UAE, Dubai, Culture Village (Jaddaf Waterfront),Sale,Furnished,Ready,Q4 2025,Palazzo Versace,Apartment
"2,600,000",1 bed,1 bath,762 sqft, UAE, Dubai, Za'abeel,Sale,Unfurnished,Off-Plan,Q3 2029,Address Residences Zabeel Tower 2,Apartment
"2,300,000",3 beds,4 baths,"1,751 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q4 2026,The EDGE Tower B,Villa
"22,500,000",6 beds,8 baths,"8,453 sqft", UAE, Dubai, Mohammed Bin Rashid City,Sale,Unfurnished,Off-Plan,Q3 2026,Forest City Tower,Villa
"1,350,000",1 bed,2 baths,797 sqft, UAE, Dubai, Dubailand,Sale,Unfurnished,Off-Plan,Q2 2028,Sage,Apartment
"3,450,000",5 beds,6 baths,"3,345 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Unfurnished,Off-Plan,Q3 2025,Santorini,Townhouse
"3,000,000",2 beds,3 baths,"2,324 sqft", UAE, Dubai, Meydan City,Sale,Unfurnished,Ready,Q2 2028,Marquise Square,Apartment
"1,172,353",1 bed,1 bath,614 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q1 2027,Azurline Residences by MAAS Developers ,Apartment
"925,000",1 bed,2 baths,699 sqft, UAE, Dubai, Al Furjan,Sale,Furnished,Ready,Q4 2027,Jewelz by Danube,Apartment
"2,124,998",2 beds,2 baths,"2,016 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q4 2025,Aurora by Binghatti,Apartment
"1,650,000",1 bed,2 baths,801 sqft, UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q4 2028,Elite Residence,Apartment
"3,550,000",5 beds,4 baths,"3,183 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Furnished,Off-Plan,Q4 2026,Morocco,Townhouse
"1,750,000",1 bed,2 baths,"1,015 sqft", UAE, Dubai, DIFC,Sale,Furnished,Ready,Q4 2026,Elara Building 3,Apartment
"975,000",1 bed,2 baths,606 sqft, UAE, Dubai, Arjan,Sale,Unfurnished,Off-Plan,Q4 2026,One Beverly,Apartment
